Run Source,Experiment ID,Timeframe,Swing Window,Contraction Waves,Trade Count,Win Rate,Profit Factor,Expectancy (USD),CAGR,Sharpe Ratio,Max Drawdown,Quality Score,Verdict,PF_clean,Neg_Drawdown,Pareto Optimal
V1,C002-E11528,15m,3,2,131032,68.56645704865987,0.8787676990370078,0.0,-77.6661369144164,-1.3082768217855836,99.3105556494216,-2.0767530901355835,,0.8787676990370078,-99.3105556494216,False
V1,C002-E11529,15m,3,3,9218,48.63310913430245,0.7861116301711095,0.0,-74.78015394533777,-2.888301192400302,98.74385294871618,-4.533778687916506,,0.7861116301711095,-98.74385294871618,False
V1,C002-E11530,15m,3,3,14776,55.78641039523552,0.8011505545573384,0.0,-74.54958543847383,-2.166194733108992,98.83402162425789,-3.4364817613487286,,0.8011505545573384,-98.83402162425789,False
V1,C002-E11531,15m,3,2,131693,68.40606562231858,0.8866833948322947,0.0,-77.70648879418334,-1.310828155941782,99.31238900924905,-2.0726827291728687,,0.8866833948322947,-99.31238900924905,False
V1,C002-E11532,15m,3,3,9663,49.46703922177378,0.7837490264545344,0.0,-74.92159616662533,-2.84270989459753,98.71485536278584,-4.467464369069619,,0.7837490264545344,-98.71485536278584,False
V1,C002-E11533,15m,3,3,9948,49.29634097305991,0.7900573018122239,0.0,-73.2531818959342,-2.670869424258143,98.50440009911188,-4.201290835566109,,0.7900573018122239,-98.50440009911188,False
V1,C002-E11534,15m,3,3,15512,56.62712738525013,0.7826509385571341,0.0,-76.02556674625069,-2.286253117485144,99.02419666512895,-3.6369707043218718,,0.7826509385571341,-99.02419666512895,False
V1,C002-E11535,15m,3,3,19972,59.61345884237933,0.8169521389754308,0.0,-72.8528441943374,-2.006073910974517,98.71559135979297,-3.1793146410842743,,0.8169521389754308,-98.71559135979297,False
V1,C002-E11536,15m,3,3,16247,57.118237213023946,0.8032096057505979,0.0,-71.7490941321963,-1.9728566282642108,98.57801921648438,-3.141855528810562,,0.8032096057505979,-98.57801921648438,False
V1,C002-E11537,15m,3,3,19387,59.11177593232578,0.8247238721210125,0.0,-70.94236390862183,-1.902228569469516,98.46596388848042,-3.013278620968066,,0.8247238721210125,-98.46596388848042,False
V1,C002-E11538,15m,3,3,5246,58.9782691574533,0.6453604395794629,0.0,-70.93155209789467,-3.387230791936057,97.7764950593216,-5.413250698917839,,0.6453604395794629,-97.7764950593216,False
V1,C002-E11539,15m,3,3,20900,59.77511961722488,0.8212874529612528,0.0,-70.29139249374433,-1.8348168866978356,98.39606554279638,-2.9148985325134644,,0.8212874529612528,-98.39606554279638,False
V1,C002-E11540,15m,3,3,25970,64.51675009626491,0.8374888752155533,0.0,-60.57676871901692,-1.2416041957188138,96.44519114770002,-1.9893693298396675,,0.8374888752155533,-96.44519114770002,False
V1,C002-E11541,15m,3,3,26778,65.21771603555158,0.8320150719046869,0.0,-61.50030384593008,-1.2655847274059493,96.74792229786108,-2.033841242182848,,0.8320150719046869,-96.74792229786108,False
V1,C002-E11542,15m,3,3,6535,62.64728385615914,0.7844264637350464,0.0,-60.037125467813134,-1.7272995874244748,95.82960079853218,-2.7648189253869875,,0.7844264637350464,-95.82960079853218,False
V1,C002-E11543,15m,3,3,28053,65.269311660072,0.8346622357768277,0.0,-59.24359973560716,-1.1583310135398472,96.49804741071176,-1.8678147586400609,,0.8346622357768277,-96.49804741071176,False
V1,C002-E11544,15m,3,3,5260,58.91634980988593,0.6431200685525571,0.0,-71.32514944594952,-3.4199040967930245,97.86551907007062,-5.4653912673376865,,0.6431200685525571,-97.86551907007062,False
V1,C002-E11545,15m,3,3,5266,58.84922142043296,0.6430046203889611,0.0,-71.38728518329643,-3.425453055487521,97.87935208683496,-5.47396848371067,,0.6430046203889611,-97.87935208683496,False
V1,C002-E11546,15m,3,3,44911,74.83689964596647,0.938087880062168,0.0,-35.93366985777825,-0.2358385540496148,92.2961932027866,-0.33863188304012004,,0.938087880062168,-92.2961932027866,False
V1,C002-E11547,15m,3,3,6542,62.641394069092016,0.7851749348274165,0.0,-59.976845531773584,-1.7240484811385772,95.8296007985322,-2.759193794865771,,0.7851749348274165,-95.8296007985322,False
V1,C002-E11548,15m,3,3,6542,62.641394069092016,0.7851749348274165,0.0,-59.976845531773584,-1.7240484811385772,95.8296007985322,-2.759193794865771,,0.7851749348274165,-95.8296007985322,False
V1,C002-E11549,15m,3,3,44430,74.9966239027684,0.9444759118859376,0.0,-33.20289046005627,-0.181401013592967,91.63005640767985,-0.24392617258031146,,0.9444759118859376,-91.63005640767985,False
V1,C002-E11550,15m,3,3,11354,48.41465562797252,0.728788043446862,0.0,-79.45139236730232,-3.2127182421762,99.24969836366525,-5.082786303454091,,0.728788043446862,-99.24969836366525,False
V1,C002-E11551,15m,3,3,46052,74.74159645617998,0.9531349772908057,0.0,-29.06118183668468,-0.0967021150457501,90.19175557588214,-0.09383575103664088,,0.9531349772908057,-90.19175557588214,False
V1,C002-E11552,15m,3,3,10388,48.122834039276086,0.7325646721643996,0.0,-80.20158036279271,-3.407808565423452,99.3315563606402,-5.372463739577181,,0.7325646721643996,-99.3315563606402,False
V1,C002-E11553,15m,3,3,10739,47.95604804916659,0.7294119419961368,0.0,-80.67753482032222,-3.3951221824058955,99.38037900624204,-5.357075121675127,,0.7294119419961368,-99.38037900624204,False
V1,C002-E11554,15m,3,3,15557,52.95365430352896,0.7628581244831711,0.0,-80.20022578236137,-2.6893459367263586,99.42386531278775,-4.2653994337342445,,0.7628581244831711,-99.42386531278775,False
V1,C002-E11555,15m,3,3,16314,54.02721588819419,0.7521526880595081,0.0,-80.78323545696875,-2.7132667120128167,99.46773474115474,-4.312424727371264,,0.7521526880595081,-99.46773474115474,False
V1,C002-E11556,15m,3,3,19876,57.90400482994566,0.797122218130633,0.0,-77.38662687048945,-2.362709282660733,99.11708927779787,-3.7381125986384456,,0.797122218130633,-99.11708927779787,False
V1,C002-E11557,15m,3,3,17105,54.124524992692194,0.7704006834560099,0.0,-77.815762425958,-2.4073099568368783,99.16724984915273,-3.8322367502908348,,0.7704006834560099,-99.16724984915273,False
V1,C002-E11558,15m,3,3,20755,58.54974704890388,0.7889007171828295,0.0,-76.87527471178694,-2.2840700885748717,99.04669852041243,-3.627671400883602,,0.7889007171828295,-99.04669852041243,False
V1,C002-E11559,15m,3,3,6231,58.818809179906914,0.718745056455836,0.0,-69.19691946792281,-3.058197725637876,97.31048814929056,-4.841656413493884,,0.718745056455836,-97.31048814929056,False
V1,C002-E11560,15m,3,3,21559,58.73185212672202,0.8063906223182856,0.0,-73.35912561203376,-1.9952804685000851,98.57009780931172,-3.172231058524959,,0.8063906223182856,-98.57009780931172,False
V1,C002-E11561,15m,3,3,26450,64.36294896030246,0.80888342936761,0.0,-69.36187889622141,-1.6019611368235342,98.0937390769772,-2.5749956666374634,,0.80888342936761,-98.0937390769772,False
V1,C002-E11562,15m,3,3,27751,64.61028431407877,0.783992913427878,0.0,-72.05033771868264,-1.7288407294815034,98.5298096517716,-2.794566277312093,,0.783992913427878,-98.5298096517716,False
V1,C002-E11563,15m,3,3,29083,64.68727435271464,0.7963315724741772,0.0,-67.82373660096157,-1.4791207629506664,97.89446204370756,-2.401294192388898,,0.7963315724741772,-97.89446204370756,False
V1,C002-E11564,15m,3,3,7534,62.34404035041147,0.7781708318132794,0.0,-64.59514317152284,-1.9649531068316397,96.91660901199208,-3.138424918554101,,0.7781708318132794,-96.91660901199208,False
V1,C002-E11565,15m,3,3,6309,58.88413377714377,0.7234262383394192,0.0,-68.40480429085368,-2.9799265669067525,97.09782265723824,-4.717441838593093,,0.7234262383394192,-97.09782265723824,False
V1,C002-E11566,15m,3,3,6325,58.909090909090914,0.7223388426144608,0.0,-68.21462853652818,-2.959890363943816,97.03908870866104,-4.687887590387874,,0.7223388426144608,-97.03908870866104,False
V1,C002-E11567,15m,3,3,7554,62.32459624040244,0.7790941939694452,0.0,-64.4590051033952,-1.9567462602667955,96.89499536131588,-3.124975150043907,,0.7790941939694452,-96.89499536131588,False
V1,C002-E11568,15m,3,3,50438,74.41809746619612,0.910962816808333,0.0,-53.8727679253893,-0.7402029748833182,96.0314238588772,-1.1596558841054163,,0.910962816808333,-96.0314238588772,False
V1,C002-E11569,15m,3,3,7557,62.32631996824136,0.779196057042163,0.0,-64.47656040616012,-1.957699834148157,96.90059564548608,-3.126359650634934,,0.779196057042163,-96.90059564548608,False
V1,C002-E11570,15m,3,3,47682,74.89409001300281,0.905689819581134,0.0,-58.59421995131917,-0.888998771615032,97.33978574911576,-1.4012061953325716,,0.905689819581134,-97.33978574911576,False
V1,C002-E11571,15m,3,3,49173,74.62835295792406,0.8930775873647805,0.0,-61.48517775948282,-0.9956973785679312,97.62633841664304,-1.5767318646535466,,0.8930775873647805,-97.62633841664304,False
V1,C002-E11572,15m,3,3,28066,53.72692938074538,0.8024401589478308,0.0,-81.50168220644687,-2.4602648855148046,99.42756565768474,-3.882232825901223,,0.8024401589478308,-99.42756565768474,False
V1,C002-E11573,15m,3,3,19144,45.62264939406603,0.7652357475285552,0.0,-84.80804116927068,-3.2416843235901323,99.66653673482116,-5.093956105204855,,0.7652357475285552,-99.66653673482116,False
V1,C002-E11574,15m,3,3,20283,45.66385643149435,0.7595039939956933,0.0,-85.47231740279523,-3.293456820457923,99.70835878384044,-5.1777648245295955,,0.7595039939956933,-99.70835878384044,False
V1,C002-E11575,15m,3,3,21586,46.54868896506995,0.7633539718188733,0.0,-85.6588971668645,-3.281737742161723,99.71944184144878,-5.156447059838198,,0.7633539718188733,-99.71944184144878,False
